doc_id,so_ky_hieu,short_title,topic,article_index,article_no,article_title,chunk_text,char_count,extraction_status,recommended_chunking
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,11,Điều 11,Vô ý phạm tội,"Điều 11. Vô ý phạm tội
Vô ý phạm tội là phạm tội trong những trường hợp sau đây:
1. Người phạm tội tuy thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội nhưng cho rằng hậu quả đó sẽ không xảy ra hoặc có thể ngăn ngừa được.
2. Người phạm tội không thấy trước hành vi của mình có thể gây ra hậu quả nguy hại cho xã hội, mặc dù phải thấy trước và có thể thấy trước hậu quả đó.",393,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,12,Điều 12,Tuổi chịu trách nhiệm hình sự,"Điều 12. Tuổi chịu trách nhiệm hình sự
1. Người từ đủ 16 tuổi trở lên phải chịu trách nhiệm hình sự về mọi tội phạm, trừ những tội phạm mà Bộ luật này có quy định khác.
2. Người từ đủ 14 tuổi trở lên, nhưng chưa đủ 16 tuổi chỉ phải chịu trách nhiệm hình sự về tội giết người, tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác, tội hiếp dâm, tội hiếp dâm người dưới 16 tuổi, tội cưỡng dâm người từ đủ 13 tuổi đến dưới 16 tuổi, tội cướp tài sản, tội bắt cóc nhằm chiếm đoạt tài sản; về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng quy định tại một trong các điều sau đây:
a) Điều 143 (tội cưỡng dâm); Điều 150 (tội mua bán người); Điều 151 (tội mua bán người dưới 16 tuổi);
b) Điều 170 (tội cưỡng đoạt tài sản); Điều 171 (tội cướp giật tài sản); Điều 173 (tội trộm cắp tài sản); Điều 178 (tội hủy hoại hoặc cố ý làm hư hỏng tài sản);
c) Điều 248 (tội sản xuất trái phép chất ma túy); Điều 249 (tội tàng trữ trái phép chất ma túy); Điều 250 (tội vận chuyển trái phép chất ma túy); Điều 251 (tội mua bán trái phép chất ma túy); Điều 252 (tội chiếm đoạt chất ma túy);
d) Điều 265 (tội tổ chức đua xe trái phép); Điều 266 (tội đua xe trái phép);
đ) Điều 285 (tội sản xuất, mua bán, trao đổi hoặc tặng cho công cụ, thiết bị, phần mềm để sử dụng vào mục đích trái pháp luật); Điều 286 (tội phát tán chương trình tin học gây hại cho hoạt động của mạng máy tính, mạng viễn thông, phương tiện điện tử); Điều 287 (tội cản trở hoặc gây rối loạn hoạt động của mạng máy tính, mạng viễn thông, phương tiện điện tử); Điều 289 (tội xâm nhập trái phép vào mạng máy tính, mạng viễn thông hoặc phương tiện điện tử của người khác); Điều 290 (tội sử dụng mạng máy tính, mạng viễn thông, phương tiện điện tử thực hiện hành vi chiếm đoạt tài sản);
e) Điều 299 (tội khủng bố); Điều 303 (tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia); Điều 304 (tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự).",2006,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,13,Điều 13,"Phạm tội do dùng rượu, bia hoặc chất kích thích mạnh khác","Điều 13. Phạm tội do dùng rượu, bia hoặc chất kích thích mạnh khác
Người phạm tội trong tình trạng mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình do dùng rượu, bia hoặc chất kích thích mạnh khác, thì vẫn phải chịu trách nhiệm hình sự.",252,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,14,Điều 14,Chuẩn bị phạm tội,"Điều 14. Chuẩn bị phạm tội
1. Chuẩn bị phạm tội là tìm kiếm, sửa soạn công cụ, phương tiện hoặc tạo ra những điều kiện khác để thực hiện tội phạm hoặc thành lập, tham gia nhóm tội phạm trừ trường hợp quy định tại Điều 109, điểm a khoản 2 Điều 113 hoặc điểm a khoản 2 Điều 299 của Bộ luật này.
2. Người chuẩn bị phạm một trong các tội sau đây thì phải chịu trách nhiệm hình sự:
a) Điều 108 (tội phản bội Tổ quốc); Điều 110 (tội gián điệp); Điều 111 (tội xâm phạm an ninh lãnh thổ); Điều 112 (tội bạo loạn); Điều 113 (tội khủng bố nhằm chống chính quyền nhân dân); Điều 114 (tội phá hoại cơ sở vật chất - kỹ thuật của nước Cộng hòa xã hội chủ nghĩa Việt Nam); Điều 117 (tội làm, tàng trữ, phát tán hoặc tuyên truyền thông tin, tài liệu, vật phẩm nhằm chống Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam); Điều 118 (tội phá rối an ninh); Điều 119 (tội chống phá cơ sở giam giữ); Điều 120 (tội tổ chức, cưỡng ép, xúi giục người khác trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân); Điều 121 (tội trốn đi nước ngoài hoặc trốn ở lại nước ngoài nhằm chống chính quyền nhân dân);
b) Điều 123 (tội giết người); Điều 134 (tội cố ý gây thương tích hoặc gây tổn hại cho sức khỏe của người khác);
c) Điều 168 (tội cướp tài sản); Điều 169 (tội bắt cóc nhằm chiếm đoạt tài sản);
d) Điều 299 (tội khủng bố); Điều 300 (tội tài trợ khủng bố); Điều 301 (tội bắt cóc con tin); Điều 302 (tội cướp biển); Điều 303 (tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia); Điều 324 (tội rửa tiền).
3. Người từ đủ 14 đến dưới 16 tuổi chuẩn bị phạm tội quy định tại điểm b và điểm c khoản 2 Điều này thì phải chịu trách nhiệm hình sự.",1657,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,15,Điều 15,Phạm tội chưa đạt,"Điều 15. Phạm tội chưa đạt
Phạm tội chưa đạt là cố ý thực hiện tội phạm nhưng không thực hiện được đến cùng vì những nguyên nhân ngoài ý muốn của người phạm tội.
Người phạm tội chưa đạt phải chịu trách nhiệm hình sự về tội phạm chưa đạt.",237,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,16,Điều 16,Tự ý nửa chừng chấm dứt việc phạm tội,"Điều 16. Tự ý nửa chừng chấm dứt việc phạm tội
Tự ý nửa chừng chấm dứt việc phạm tội là tự mình không thực hiện tội phạm đến cùng, tuy không có gì ngăn cản.
Người tự ý nửa chừng chấm dứt việc phạm tội được miễn trách nhiệm hình sự về tội định phạm; nếu hành vi thực tế đã thực hiện có đủ yếu tố cấu thành của một tội khác, thì người đó phải chịu trách nhiệm hình sự về tội này.",377,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,17,Điều 17,Đồng phạm,"Điều 17. Đồng phạm
1. Đồng phạm là trường hợp có hai người trở lên cố ý cùng thực hiện một tội phạm.
2. Phạm tội có tổ chức là hình thức đồng phạm có sự câu kết chặt chẽ giữa những người cùng thực hiện tội phạm.
3. Người đồng phạm bao gồm người tổ chức, người thực hành, người xúi giục, người giúp sức.
Người thực hành là người trực tiếp thực hiện tội phạm.
Người tổ chức là người chủ mưu, cầm đầu, chỉ huy việc thực hiện tội phạm.
Người xúi giục là người kích động, dụ dỗ, thúc đẩy người khác thực hiện tội phạm.
Người giúp sức là người tạo điều kiện tinh thần hoặc vật chất cho việc thực hiện tội phạm.
4. Người đồng phạm không phải chịu trách nhiệm hình sự về hành vi vượt quá của người thực hành.",700,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,18,Điều 18,Che giấu tội phạm,"Điều 18. Che giấu tội phạm
1. Người nào không hứa hẹn trước, nhưng sau khi biết tội phạm được thực hiện đã che giấu người phạm tội, dấu vết, tang vật của tội phạm hoặc có hành vi khác cản trở việc phát hiện, điều tra, xử lý người phạm tội, thì phải chịu trách nhiệm hình sự về tội che giấu tội phạm trong những trường hợp mà Bộ luật này quy định.
2. Người che giấu tội phạm là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này, trừ trường hợp che giấu các tội xâm phạm an ninh quốc gia hoặc tội đặc biệt nghiêm trọng khác quy định tại Điều 389 của Bộ luật này.",660,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,19,Điều 19,Không tố giác tội phạm,"Điều 19. Không tố giác tội phạm
1. Người nào biết rõ tội phạm đang được chuẩn bị, đang được thực hiện hoặc đã được thực hiện mà không tố giác, thì phải chịu trách nhiệm hình sự về tội không tố giác tội phạm trong những trường hợp quy định tại Điều 389 của Bộ luật này.
2. Người không tố giác là ông, bà, cha, mẹ, con, cháu, anh chị em ruột, vợ hoặc chồng của người phạm tội không phải chịu trách nhiệm theo quy định tại khoản 1 Điều này, trừ trường hợp không tố giác các tội xâm phạm an ninh quốc gia hoặc tội đặc biệt nghiêm trọng khác quy định tại Điều 389 của Bộ luật này.
3. Người bào chữa không phải chịu trách nhiệm hình sự theo quy định tại khoản 1 Điều này trong trường hợp không tố giác tội phạm do chính người mà mình bào chữa đã thực hiện hoặc đã tham gia thực hiện mà người bào chữa biết được khi thực hiện nhiệm vụ bào chữa, trừ trường hợp không tố giác các tội xâm phạm an ninh quốc gia hoặc tội phạm đặc biệt nghiêm trọng khác quy định tại Điều 389 của Bộ luật này.
Chương
IV
NHỮNG TRƯỜNG HỢP LOẠI TRỪ TRÁCH NHIỆM HÌNH SỰ",1036,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,20,Điều 20,Sự kiện bất ngờ,"Điều 20. Sự kiện bất ngờ
Người thực hiện hành vi gây hậu quả nguy hại cho xã hội trong trường hợp không thể thấy trước hoặc không buộc phải thấy trước hậu quả của hành vi đó, thì không phải chịu trách nhiệm hình sự.",215,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,21,Điều 21,Tình trạng không có năng lực trách nhiệm hình sự,"Điều 21. Tình trạng không có năng lực trách nhiệm hình sự
Người thực hiện hành vi nguy hiểm cho xã hội trong khi đang mắc bệnh tâm thần, một bệnh khác làm mất khả năng nhận thức hoặc khả năng điều khiển hành vi của mình, thì không phải chịu trách nhiệm hình sự.",261,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,22,Điều 22,Phòng vệ chính đáng,"Điều 22. Phòng vệ chính đáng
1. Phòng vệ chính đáng là hành vi của người vì bảo vệ quyền hoặc lợi ích chính đáng của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà chống trả lại một cách cần thiết người đang có hành vi xâm phạm các lợi ích nói trên.
Phòng vệ chính đáng không phải là tội phạm.
2. Vượt quá giới hạn phòng vệ chính đáng là hành vi chống trả rõ ràng quá mức cần thiết, không phù hợp với tính chất và mức độ nguy hiểm cho xã hội của hành vi xâm hại.
Người có hành vi vượt quá giới hạn phòng vệ chính đáng phải chịu trách nhiệm hình sự theo quy định của Bộ luật này.",603,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,23,Điều 23,Tình thế cấp thiết,"Điều 23. Tình thế cấp thiết
1. Tình thế cấp thiết là tình thế của người vì muốn tránh gây thiệt hại cho quyền, lợi ích hợp pháp của mình, của người khác hoặc lợi ích của Nhà nước, của cơ quan, tổ chức mà không còn cách nào khác là phải gây một thiệt hại nhỏ hơn thiệt hại cần ngăn ngừa.
Hành vi gây thiệt hại trong tình thế cấp thiết không phải là tội phạm.
2. Trong trường hợp thiệt hại gây ra rõ ràng vượt quá yêu cầu của tình thế cấp thiết, thì người gây thiệt hại đó phải chịu trách nhiệm hình sự.",501,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,24,Điều 24,Gây thiệt hại trong khi bắt giữ người phạm tội,"Điều 24. Gây thiệt hại trong khi bắt giữ người phạm tội
1. Hành vi của người để bắt giữ người thực hiện hành vi phạm tội mà không còn cách nào khác là buộc phải sử dụng vũ lực cần thiết gây thiệt hại cho người bị bắt giữ thì không phải là tội phạm.
2. Trường hợp gây thiệt hại do sử dụng vũ lực rõ ràng vượt quá mức cần thiết, thì người gây thiệt hại phải chịu trách nhiệm hình sự.",381,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,25,Điều 25,"Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ","Điều 25. Rủi ro trong nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ
Hành vi gây ra thiệt hại trong khi thực hiện việc nghiên cứu, thử nghiệm, áp dụng tiến bộ khoa học, kỹ thuật và công nghệ mới mặc dù đã tuân thủ đúng quy trình, quy phạm, áp dụng đầy đủ biện pháp phòng ngừa thì không phải là tội phạm.
Người nào không áp dụng đúng quy trình, quy phạm, không áp dụng đầy đủ biện pháp phòng ngừa mà gây thiệt hại thì vẫn phải chịu trách nhiệm hình sự.",476,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,26,Điều 26,Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên,"Điều 26. Thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên
Người thực hiện hành vi gây thiệt hại trong khi thi hành mệnh lệnh của người chỉ huy hoặc của cấp trên trong lực lượng vũ trang nhân dân để thực hiện nhiệm vụ quốc phòng, an ninh nếu đã thực hiện đầy đủ quy trình báo cáo người ra mệnh lệnh nhưng người ra mệnh lệnh vẫn yêu cầu chấp hành mệnh lệnh đó, thì không phải chịu trách nhiệm hình sự. Trong trường hợp này người ra mệnh lệnh phải chịu trách nhiệm hình sự.
Quy định này không áp dụng đối với các trường hợp quy định tại khoản 2 Điều 421, khoản 2 Điều 422 và khoản 2 Điều 423 của Bộ luật này.
Chương
V
THỜI HIỆU TRUY CỨU TRÁCH NHIỆM HÌNH SỰ,
MIỄN TRÁCH NHIỆM HÌNH SỰ",685,ok,chunk_by_article
100/2015/QH13,100/2015/QH13,Bộ luật Hình sự,criminal_law,27,Điều 27,Thời hiệu truy cứu trách nhiệm hình sự,"Điều 27. Thời hiệu truy cứu trách nhiệm hình sự
1. Thời hiệu truy cứu trách nhiệm hình sự là thời hạn do Bộ luật này quy định mà khi hết thời hạn đó thì người phạm tội không bị truy cứu trách nhiệm hình sự.
2. Thời hiệu truy cứu trách nhiệm hình sự được quy định như sau:
a) 05 năm đối với tội phạm ít nghiêm trọng;
b) 10 năm đối với tội phạm nghiêm trọng;
c) 15 năm đối với tội phạm rất nghiêm trọng;
d) 20 năm đối với tội phạm đặc biệt nghiêm trọng.
3. Thời hiệu truy cứu trách nhiệm hình sự được tính từ ngày tội phạm được thực hiện. Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội lại thực hiện hành vi phạm tội mới mà Bộ luật này quy định mức cao nhất của khung hình phạt đối với tội ấy trên 01 năm tù, thì thời hiệu đối với tội cũ được tính lại kể từ ngày thực hiện hành vi phạm tội mới.
Nếu trong thời hạn quy định tại khoản 2 Điều này, người phạm tội cố tình trốn tránh và đã có quyết định truy nã, thì thời hiệu tính lại kể từ khi người đó ra đầu thú hoặc bị bắt giữ.",993,ok,chunk_by_article
